Old relationship type;Origin;Target;New relationship type;Direction
http://xml.metis.no/xml/relationship_types/category_of-belongs_to.kmd#oid1;http://xml.metis.no/xml/object_types/equipment.kmd#oid1;http://xml.metis.no/xml/object_types/equipment.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/category_of-belongs_to.kmd#oid1;http://xml.metis.no/xml/object_types/interface.kmd#oid1;http://xml.metis.no/xml/object_types/interface.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/category_of-belongs_to.kmd#oid1;http://xml.metis.no/xml/object_types/network.kmd#oid1;http://xml.metis.no/xml/object_types/network.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/causes_risk_to-is_impacted_by.kmd#oid1;http://xml.metis.no/xml/object_types/constraint.kmd#oid1;http://xml.metis.no/xml/object_types/critical_success_factor.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/causes_risk_to-is_impacted_by.kmd#oid1;http://xml.metis.no/xml/object_types/constraint.kmd#oid1;http://xml.metis.no/xml/object_types/strategic_sf.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/competes_with-in_competition_with.kmd#oid1;http://xml.metis.no/xml/object_types/competitor.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/consists_of-part_of.kmd#oid1;http://xml.metis.no/xml/object_types/general_product.kmd#oid1;http://xml.metis.no/xml/object_types/general_product.kmd#oid1;http://xml.metis.no/xml/relationship_types/consists_of-part_of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/consists_of-part_of.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/relationship_types/consists_of-part_of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/consists_of-part_of.kmd#oid1;http://xml.metis.no/xml/object_types/sales_item.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/relationship_types/consists_of-part_of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/contain-located_in_storage.kmd#oid1;http://xml.metis.no/xml/object_types/physical_datastore.kmd#oid1;metis:stdtypes#oid34;http://xml.metis.no/xml/relationship_types/corresponds_to-corresponds_to.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/contains-part_of.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/relationship_types/contains-part_of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/contains-part_of.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/object_types/task.kmd#oid1;http://xml.metis.no/xml/relationship_types/contains-part_of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/corresponds_to-is_output.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid1;metis:stdtypes#oid31;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/corresponds_to-is_output.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid1;http://xml.metis.no/xml/object_types/deliverable.kmd;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/corresponds_to-is_output.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid1;http://xml.metis.no/xml/object_types/service.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/corresponds_to-is_output.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid1;http://xml.metis.no/xml/object_types/system.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/create-created_by.kmd#oid1;http://xml.metis.no/xml/object_types/business_process.kmd#oid1;http://xml.metis.no/xml/object_types/information_object.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/crud_to-crud_from.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid2;http://xml.metis.no/xml/object_types/storage.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/crud_to-crud_from.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid3;http://xml.metis.no/xml/object_types/storage.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/crud_to-crud_from.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid4;http://xml.metis.no/xml/object_types/storage.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/crud_to-crud_from.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid5;http://xml.metis.no/xml/object_types/storage.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/crud_to-crud_from.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid6;http://xml.metis.no/xml/object_types/storage.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/crud_to-crud_from.kmd#oid1;http://xml.metis.no/xml/object_types/info_flow.kmd#oid1;http://xml.metis.no/xml/object_types/storage.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/defines-defined_by.kmd#oid1;http://xml.metis.no/xml/object_types/contract.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;http://xml.metis.no/xml/relationship_types/defines-defined_by3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/defines-defined_by.kmd#oid1;http://xml.metis.no/xml/object_types/contract.kmd#oid1;http://xml.metis.no/xml/object_types/acceptance_criteria.kmd#oid1;http://xml.metis.no/xml/relationship_types/defines-defined_by3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/defines-defined_by.kmd#oid1;http://xml.metis.no/xml/object_types/design_rule.kmd#oid1;http://xml.metis.no/xml/object_types/architecture_template.kmd#oid1;http://xml.metis.no/xml/relationship_types/defines-defined_by5.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/defines-defined_by.kmd#oid1;http://xml.metis.no/xml/object_types/design_rule.kmd#oid1;http://xml.metis.no/xml/object_types/architecture.kmd#oid1;http://xml.metis.no/xml/relationship_types/defines-defined_by5.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/defines-defined_by.kmd#oid1;http://xml.metis.no/xml/object_types/organization.kmd#oid1;http://xml.metis.no/xml/object_types/standard.kmd#oid1;http://xml.metis.no/xml/relationship_types/defines-defined_by2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/delete-deleted_by.kmd#oid1;http://xml.metis.no/xml/object_types/business_process.kmd#oid1;http://xml.metis.no/xml/object_types/information_object.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/delivered_by-delivers.kmd#oid1;http://xml.metis.no/xml/object_types/deliverable.kmd#oid1;http://xml.metis.no/xml/object_types/sales_item.kmd#oid1;http://xml.metis.no/xml/relationship_types/defines-defined_by4.kmd#oid1;in
http://xml.metis.no/xml/relationship_types/delivered_by-delivers.kmd#oid1;http://xml.metis.no/xml/object_types/partnership.kmd#oid1;http://xml.metis.no/xml/object_types/sales_item.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/delivers-delivered_by2.kmd#oid1;http://xml.metis.no/xml/object_types/deliverable.kmd#oid1;http://xml.metis.no/xml/object_types/sales_item.kmd#oid1;http://xml.metis.no/xml/relationship_types/delivered_by-delivers.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/communication.kmd#oid1;http://xml.metis.no/xml/object_types/info_flow.kmd#oid1;http://xml.metis.no/xml/relationship_types/equals-equals3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/it_product.kmd#oid1;http://xml.metis.no/xml/object_types/adml.kmd#oid12;http://xml.metis.no/xml/relationship_types/equals-equals2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/it_product.kmd#oid1;http://xml.metis.no/xml/object_types/adml.kmd#oid18;http://xml.metis.no/xml/relationship_types/equals-equals2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/logical_application.kmd#oid1;http://xml.metis.no/xml/object_types/adml.kmd#oid12;http://xml.metis.no/xml/relationship_types/equals-equals2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/logical_application.kmd#oid1;http://xml.metis.no/xml/object_types/adml.kmd#oid18;http://xml.metis.no/xml/relationship_types/equals-equals2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/logical_technology_item.kmd#oid1;http://xml.metis.no/xml/object_types/adml.kmd#oid12;http://xml.metis.no/xml/relationship_types/equals-equals2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/logical_technology_item.kmd#oid1;http://xml.metis.no/xml/object_types/adml.kmd#oid18;http://xml.metis.no/xml/relationship_types/equals-equals2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/info_flow.kmd#oid1;http://xml.metis.no/xml/relationship_types/equals-equals3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/physical_flow.kmd#oid1;http://xml.metis.no/xml/relationship_types/equals-equals3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/service.kmd#oid1;http://xml.metis.no/xml/relationship_types/equals-equals4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid4;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid6;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/substance.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid2;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/substance.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid3;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/substance.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid4;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/substance.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid5;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/substance.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid6;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/substance.kmd#oid1;http://xml.metis.no/xml/object_types/physical_flow.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/equals-equals.kmd#oid1;http://xml.metis.no/xml/object_types/task.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/fills-is_filled_by.kmd#oid1;http://xml.metis.no/xml/object_types/resource.kmd#oid1;http://xml.metis.no/xml/object_types/role.kmd#oid1;http://xml.metis.no/xml/relationship_types/is_role_of-has_role.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/fulfills-fulfilled_by.kmd#oid1;http://xml.metis.no/xml/object_types/action.kmd#oid1;http://xml.metis.no/xml/object_types/goal.kmd#oid1;http://xml.metis.no/xml/relationship_types/fulfilled_by-fulfills2.kmd#oid1;in
http://xml.metis.no/xml/relationship_types/fulfilled_by-fulfills.kmd#oid1;http://xml.metis.no/xml/object_types/goal.kmd#oid1;http://xml.metis.no/xml/object_types/action.kmd#oid1;http://xml.metis.no/xml/relationship_types/fulfilled_by-fulfills2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/fulfilled_by-fulfills.kmd#oid1;http://xml.metis.no/xml/object_types/strategic_requirement.kmd#oid1;http://xml.metis.no/xml/object_types/recommendation.kmd#oid1;http://xml.metis.no/xml/relationship_types/fulfilled_by-fulfills3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/generates-generated_by.kmd#oid1;http://xml.metis.no/xml/object_types/critical_success_factor.kmd#oid1;http://xml.metis.no/xml/object_types/information_need.kmd#oid1;http://xml.metis.no/xml/relationship_types/generates-generated_by2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/gives_rise_to-posed_by.kmd#oid1;http://xml.metis.no/xml/object_types/goal.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/gives_rise_to-posed_by.kmd#oid1;http://xml.metis.no/xml/object_types/objective.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/gives_rise_to-posed_by.kmd#oid1;http://xml.metis.no/xml/object_types/strategy.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/gives_rise_to-posed_by.kmd#oid1;http://xml.metis.no/xml/object_types/success_factor.kmd#oid1;http://xml.metis.no/xml/object_types/business_question.kmd#oid1;http://xml.metis.no/xml/relationship_types/gives_rise_to-posed_by2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/gives_rise_to-posed_by.kmd#oid1;http://xml.metis.no/xml/object_types/success_factor.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/gives_rise_to-posed_by.kmd#oid1;http://xml.metis.no/xml/object_types/success_factor.kmd#oid1;http://xml.metis.no/xml/object_types/strategic_requirement.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/gives_rise_to-posed_by.kmd#oid1;http://xml.metis.no/xml/object_types/vision.kmd#oid1;http://xml.metis.no/xml/object_types/strategic_requirement.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/groups-belongs_to_group.kmd#oid1;http://xml.metis.no/xml/object_types/information_object.kmd#oid1;http://xml.metis.no/xml/object_types/information_object.kmd#oid1;http://xml.metis.no/xml/relationship_types/relates_to-related_from.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has_author-author_of.kmd#oid1;metis:stdtypes#oid33;http://xml.metis.no/xml/object_types/person.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has_channel_to_market-is_channel_to_market_for.kmd#oid1;http://xml.metis.no/xml/object_types/market_strategy.kmd#oid1;http://xml.metis.no/xml/object_types/partnership.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has_competence-competence_of.kmd#oid1;http://xml.metis.no/xml/object_types/resource.kmd#oid1;http://xml.metis.no/xml/object_types/competenceprofile.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has_deliverables-has.kmd#oid1;http://xml.metis.no/xml/object_types/process.kmd#oid1;metis:stdtypes#oid31;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has_deliverables-has.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/object_types/project_deliverable.kmd#oid1;http://xml.metis.no/xml/relationship_types/has_deliverables-has2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has_formal_competence-formal_competence_of.kmd#oid1;http://xml.metis.no/xml/object_types/resource.kmd#oid1;http://xml.metis.no/xml/object_types/formalcompetence.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has_function-function_of.kmd#oid1;http://xml.metis.no/xml/object_types/application.kmd#oid1;http://xml.metis.no/xml/object_types/application.kmd#oid1;http://xml.metis.no/xml/relationship_types/communicates_with-communicates_with.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has_member-member_of.kmd#oid1;http://xml.metis.no/xml/object_types/competitor.kmd#oid1;http://xml.metis.no/xml/object_types/organization.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has_member-member_of.kmd#oid1;http://xml.metis.no/xml/object_types/organization_network.kmd#oid1;http://xml.metis.no/xml/object_types/organization.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has_member-member_of.kmd#oid1;http://xml.metis.no/xml/object_types/partnership.kmd#oid1;http://xml.metis.no/xml/object_types/organization.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has_member-member_of.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/object_types/person.kmd#oid1;http://xml.metis.no/xml/relationship_types/has_member-member_of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has_role-role_of.kmd#oid1;http://xml.metis.no/xml/object_types/person.kmd#oid1;http://xml.metis.no/xml/object_types/position.kmd#oid1;http://xml.metis.no/xml/relationship_types/fills-filled_by.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has_role-role_of.kmd#oid1;http://xml.metis.no/xml/object_types/resource.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid6;metis:stdtypes#oid114;out
