Old relationship type;Origin;Target;New relationship type;Direction
http://xml.metis.no/xml/relationship_types/has_role-role_of.kmd#oid1;http://xml.metis.no/xml/object_types/resource.kmd#oid1;http://xml.metis.no/xml/object_types/position.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has_role-role_of.kmd#oid1;http://xml.metis.no/xml/object_types/resource.kmd#oid1;http://xml.metis.no/xml/object_types/role.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has_structure-structure_of.kmd#oid1;metis:stdtypes#oid33;http://xml.metis.no/xml/object_types/informationgroup.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has_solution-solution_of.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from7.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has-applies_to.kmd#oid1;http://xml.metis.no/xml/object_types/organization.kmd#oid1;http://xml.metis.no/xml/object_types/scenario.kmd#oid1;http://xml.metis.no/xml/relationship_types/reference_for-has.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has-budget_for.kmd#oid1;http://xml.metis.no/xml/object_types/process.kmd#oid1;http://xml.metis.no/xml/object_types/budget.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has-impacts.kmd#oid1;http://xml.metis.no/xml/object_types/process.kmd#oid1;http://xml.metis.no/xml/object_types/risk.kmd#oid1;http://xml.metis.no/xml/relationship_types/of-has_associated.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has-is.kmd#oid1;http://xml.metis.no/xml/object_types/partnership.kmd#oid1;http://xml.metis.no/xml/object_types/organization.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has-of.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/object_types/goal.kmd#oid1;http://xml.metis.no/xml/relationship_types/has-of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has-of.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/object_types/objective.kmd#oid1;http://xml.metis.no/xml/relationship_types/has-of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has-of.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/object_types/task.kmd#oid1;http://xml.metis.no/xml/relationship_types/contains-part_of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has-of.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/object_types/vision.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/has-of.kmd#oid1;http://xml.metis.no/xml/object_types/task.kmd#oid1;http://xml.metis.no/xml/object_types/goal.kmd#oid1;http://xml.metis.no/xml/relationship_types/has-of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has-of.kmd#oid1;http://xml.metis.no/xml/object_types/task.kmd#oid1;http://xml.metis.no/xml/object_types/objective.kmd#oid1;http://xml.metis.no/xml/relationship_types/has-of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/has-of.kmd#oid1;http://xml.metis.no/xml/object_types/task.kmd#oid1;http://xml.metis.no/xml/object_types/vision.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/impacts-impacted_by.kmd#oid1;http://xml.metis.no/xml/object_types/project_change.kmd#oid1;http://xml.metis.no/xml/object_types/budget.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/impacts-impacted_by.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/relationship_types/impacts-impacted_by3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/impacts-impacted_by.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;http://xml.metis.no/xml/object_types/task.kmd#oid1;http://xml.metis.no/xml/relationship_types/impacts-impacted_by3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/impacts-impacted_by2.kmd#oid1;http://xml.metis.no/xml/object_types/transition_plan_item.kmd#oid1;http://xml.metis.no/xml/object_types/it_entity.kmd#oid1;http://xml.metis.no/xml/relationship_types/affects-affected_by.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/impacts-impacted_by2.kmd#oid1;http://xml.metis.no/xml/object_types/transition_plan_item.kmd#oid1;http://xml.metis.no/xml/object_types/computing_system.kmd#oid1;http://xml.metis.no/xml/relationship_types/affects-affected_by.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/action.kmd#oid1;http://xml.metis.no/xml/object_types/initiative.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/action.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/action.kmd#oid1;http://xml.metis.no/xml/object_types/transition_plan_item.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/it_entity.kmd#oid1;http://xml.metis.no/xml/object_types/it_product.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/it_entity.kmd#oid1;http://xml.metis.no/xml/object_types/standard.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/it_product.kmd#oid1;http://xml.metis.no/xml/object_types/standard.kmd#oid1;http://xml.metis.no/xml/relationship_types/uses-used_by5.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/logical_architecture_element.kmd#oid1;http://xml.metis.no/xml/object_types/application.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/logical_architecture_element.kmd#oid1;http://xml.metis.no/xml/object_types/application_building_block.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/logical_architecture_element.kmd#oid1;http://xml.metis.no/xml/object_types/physical_datastore.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/logical_architecture_element.kmd#oid1;http://xml.metis.no/xml/object_types/physical_it_technology_item.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/physical_datastore.kmd#oid1;http://xml.metis.no/xml/object_types/dbms.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements5.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/productfunction.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements6.kmd#oid1;in
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements6.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/deliverable.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/resource.kmd#oid1;http://xml.metis.no/xml/object_types/catalogpart.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements7.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/transition_plan_item.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implemented_by-implements.kmd#oid1;http://xml.metis.no/xml/object_types/transition_plan_item.kmd#oid1;http://xml.metis.no/xml/object_types/task.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implements-implemented_by.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/productfunction.kmd#oid1;http://xml.metis.no/xml/relationship_types/implemented_by-implements6.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/implements-implemented_by.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/recommendation.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/implements-implemented_by.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/solution.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/implements-implemented_by.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/standard.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/implies-implied_by.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;http://xml.metis.no/xml/relationship_types/implies-implied_by2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/incurred-costs_for.kmd#oid1;http://xml.metis.no/xml/object_types/task.kmd#oid1;http://xml.metis.no/xml/object_types/incurrence.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/initiates-initiated_by.kmd#oid1;http://xml.metis.no/xml/object_types/vision.kmd#oid1;http://xml.metis.no/xml/object_types/goal.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/input_to-input.kmd#oid1;http://xml.metis.no/xml/object_types/communication.kmd#oid1;http://xml.metis.no/xml/object_types/organization.kmd#oid1;http://xml.metis.no/xml/relationship_types/input_to-input4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/input_to-input.kmd#oid1;http://xml.metis.no/xml/object_types/flowobject.kmd#oid1;http://xml.metis.no/xml/object_types/business_process.kmd#oid1;http://xml.metis.no/xml/relationship_types/input_to-input3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/input_to-input.kmd#oid1;http://xml.metis.no/xml/object_types/message.kmd#oid1;http://xml.metis.no/xml/object_types/application.kmd#oid1;http://xml.metis.no/xml/relationship_types/input_to-input2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/is_basis_for-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/strategy.kmd#oid1;http://xml.metis.no/xml/object_types/strategy.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/is_held_by-has.kmd#oid1;http://xml.metis.no/xml/object_types/competence.kmd#oid1;http://xml.metis.no/xml/object_types/person.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/is_limited_by-limits.kmd#oid1;http://xml.metis.no/xml/object_types/process.kmd#oid1;http://xml.metis.no/xml/object_types/constraint.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/is_part_of-includes.kmd#oid1;http://xml.metis.no/xml/object_types/target_user.kmd#oid1;http://xml.metis.no/xml/object_types/target_customer.kmd#oid1;http://xml.metis.no/xml/relationship_types/is_part_of-includes2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/is_responsible_for-performed_by.kmd#oid1;http://xml.metis.no/xml/object_types/person.kmd#oid1;http://xml.metis.no/xml/object_types/organization.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/is_responsible_for-performed_by.kmd#oid1;http://xml.metis.no/xml/object_types/person.kmd#oid1;http://xml.metis.no/xml/object_types/role.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/is_role_of-has_role.kmd#oid1;http://xml.metis.no/xml/object_types/role.kmd#oid1;http://xml.metis.no/xml/object_types/person.kmd#oid1;http://xml.metis.no/xml/relationship_types/has_role-role_of.kmd#oid1;in
http://xml.metis.no/xml/relationship_types/is_supported_by-is_critical_to.kmd#oid1;http://xml.metis.no/xml/object_types/strategy.kmd#oid1;http://xml.metis.no/xml/object_types/critical_success_factor.kmd#oid1;http://xml.metis.no/xml/relationship_types/dependent_on-critical_to.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/is_supported_by-is_critical_to.kmd#oid1;http://xml.metis.no/xml/object_types/strategy.kmd#oid1;http://xml.metis.no/xml/object_types/success_factor.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/lead_to-results_from.kmd#oid1;http://xml.metis.no/xml/object_types/goal.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/lead_to-results_from.kmd#oid1;http://xml.metis.no/xml/object_types/sales_item.kmd#oid1;http://xml.metis.no/xml/object_types/information_object.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/environmental_factor.kmd#oid1;http://xml.metis.no/xml/object_types/business_question.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/environmental_factor.kmd#oid1;http://xml.metis.no/xml/object_types/enabling_it_tech.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/environmental_factor.kmd#oid1;http://xml.metis.no/xml/object_types/rule.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/goal.kmd#oid1;http://xml.metis.no/xml/object_types/goal.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/initiative.kmd#oid1;http://xml.metis.no/xml/object_types/initiative.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/initiative.kmd#oid1;http://xml.metis.no/xml/object_types/project.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/initiative.kmd#oid1;http://xml.metis.no/xml/object_types/transition_plan_item.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/market_strategy.kmd#oid1;http://xml.metis.no/xml/object_types/product_strategy.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from5.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/objective.kmd#oid1;http://xml.metis.no/xml/object_types/objective.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/principle.kmd#oid1;http://xml.metis.no/xml/object_types/design_rule.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from6.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/recommendation.kmd#oid1;http://xml.metis.no/xml/object_types/process.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;http://xml.metis.no/xml/object_types/action.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from7.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;http://xml.metis.no/xml/object_types/requirement.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from7.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/strategic_requirement.kmd#oid1;http://xml.metis.no/xml/object_types/initiative.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from7.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/strategy.kmd#oid1;http://xml.metis.no/xml/object_types/strategy.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/trend_truth.kmd#oid1;http://xml.metis.no/xml/object_types/environmental_factor.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from8.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/leads_to-derived_from.kmd#oid1;http://xml.metis.no/xml/object_types/vision.kmd#oid1;http://xml.metis.no/xml/object_types/goal.kmd#oid1;http://xml.metis.no/xml/relationship_types/leads_to-derived_from3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/located_in-location_of.kmd#oid1;http://xml.metis.no/xml/object_types/organization.kmd#oid1;http://xml.metis.no/xml/object_types/location.kmd#oid1;http://xml.metis.no/xml/relationship_types/located_in-location_of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/located_in-location_of.kmd#oid1;http://xml.metis.no/xml/object_types/person.kmd#oid1;http://xml.metis.no/xml/object_types/location.kmd#oid1;http://xml.metis.no/xml/relationship_types/located_in-location_of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/located_in-location_of.kmd#oid1;http://xml.metis.no/xml/object_types/storage.kmd#oid1;http://xml.metis.no/xml/object_types/location.kmd#oid1;http://xml.metis.no/xml/relationship_types/located_in-location_of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/located_in-location_of.kmd#oid1;http://xml.metis.no/xml/object_types/resource.kmd#oid1;http://xml.metis.no/xml/object_types/location.kmd#oid1;http://xml.metis.no/xml/relationship_types/located_in-location_of2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/marketed_by-markets_in.kmd#oid1;http://xml.metis.no/xml/object_types/benefit.kmd#oid1;http://xml.metis.no/xml/object_types/partnership.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/marketed_by-markets_in.kmd#oid1;http://xml.metis.no/xml/object_types/market_segment.kmd#oid1;http://xml.metis.no/xml/object_types/partnership.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/marketed_by-markets_in.kmd#oid1;http://xml.metis.no/xml/object_types/market_segment.kmd#oid1;http://xml.metis.no/xml/object_types/competitor.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/markets-marketed_by.kmd#oid1;http://xml.metis.no/xml/object_types/competitor.kmd#oid1;http://xml.metis.no/xml/object_types/benefit.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/markets-marketed_by.kmd#oid1;http://xml.metis.no/xml/object_types/competitor.kmd#oid1;http://xml.metis.no/xml/object_types/scenario.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/markets-marketed_by.kmd#oid1;http://xml.metis.no/xml/object_types/competitor.kmd#oid1;http://xml.metis.no/xml/object_types/effect.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/meets-achieved_by.kmd#oid1;http://xml.metis.no/xml/object_types/project_deliverable.kmd#oid1;http://xml.metis.no/xml/object_types/acceptance_criteria.kmd#oid1;http://xml.metis.no/xml/relationship_types/meets-achieved_by2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/modifies-modified_by.kmd#oid1;http://xml.metis.no/xml/object_types/business_process.kmd#oid1;http://xml.metis.no/xml/object_types/information_object.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/needs-needed_by.kmd#oid1;http://xml.metis.no/xml/object_types/application.kmd#oid1;http://xml.metis.no/xml/object_types/application.kmd#oid1;http://xml.metis.no/xml/relationship_types/needs-needed_by2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/needs-needed_by.kmd#oid1;http://xml.metis.no/xml/object_types/productitem.kmd#oid1;http://xml.metis.no/xml/object_types/product_method.kmd#oid1;http://xml.metis.no/xml/relationship_types/needs-needed_by3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/needs-needed_by.kmd#oid1;http://xml.metis.no/xml/object_types/sales_item.kmd#oid1;http://xml.metis.no/xml/object_types/product_method.kmd#oid1;http://xml.metis.no/xml/relationship_types/needs-needed_by3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/needs-needed_by.kmd#oid1;http://xml.metis.no/xml/object_types/sales_item.kmd#oid1;http://xml.metis.no/xml/object_types/productfunction.kmd#oid1;http://xml.metis.no/xml/relationship_types/needs-needed_by3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/needs-needed_by.kmd#oid1;http://xml.metis.no/xml/object_types/sales_item.kmd#oid1;http://xml.metis.no/xml/object_types/tool.kmd#oid1;http://xml.metis.no/xml/relationship_types/needs-needed_by4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/of-information_element_type_of.kmd#oid1;http://xml.metis.no/xml/object_types/attribute.kmd#oid1;http://xml.metis.no/xml/object_types/informationtype.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/of-information_element_type_of.kmd#oid1;http://xml.metis.no/xml/object_types/informationelement.kmd#oid1;http://xml.metis.no/xml/object_types/informationtype.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/of-part_of.kmd#oid1;http://xml.metis.no/xml/object_types/architecture.kmd#oid1;http://xml.metis.no/xml/object_types/architecture_template_element.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/of-part_of.kmd#oid1;http://xml.metis.no/xml/object_types/architecture.kmd#oid1;http://xml.metis.no/xml/object_types/application.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/of-part_of.kmd#oid1;http://xml.metis.no/xml/object_types/architecture.kmd#oid1;http://xml.metis.no/xml/object_types/physical_datastore.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/of-part_of.kmd#oid1;http://xml.metis.no/xml/object_types/architecture.kmd#oid1;http://xml.metis.no/xml/object_types/physical_it_technology_item.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/output-output_from.kmd#oid1;http://xml.metis.no/xml/object_types/application.kmd#oid1;http://xml.metis.no/xml/object_types/message.kmd#oid1;http://xml.metis.no/xml/relationship_types/output-output_from2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/output-output_from.kmd#oid1;http://xml.metis.no/xml/object_types/business_process.kmd#oid1;http://xml.metis.no/xml/object_types/flowobject.kmd#oid1;http://xml.metis.no/xml/relationship_types/output-output_from3.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/output-output_from.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid3;http://xml.metis.no/xml/object_types/process_condition.kmd#oid1;http://xml.metis.no/xml/relationship_types/output-output_from4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/output-output_from.kmd#oid1;http://xml.metis.no/xml/object_types/flowlogic.kmd#oid5;http://xml.metis.no/xml/object_types/process_condition.kmd#oid1;http://xml.metis.no/xml/relationship_types/output-output_from4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/output-output_from.kmd#oid1;http://xml.metis.no/xml/object_types/organization.kmd#oid1;http://xml.metis.no/xml/object_types/communication.kmd#oid1;http://xml.metis.no/xml/relationship_types/output-output_from5.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/output-output_from.kmd#oid1;http://xml.metis.no/xml/object_types/process.kmd#oid1;metis:stdtypes#oid31;http://xml.metis.no/xml/relationship_types/output-output_from6.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/output-output_from.kmd#oid1;http://xml.metis.no/xml/object_types/process.kmd#oid1;http://xml.metis.no/xml/object_types/application.kmd#oid1;http://xml.metis.no/xml/relationship_types/uses-used_by4.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/output-output_from.kmd#oid1;http://xml.metis.no/xml/object_types/process.kmd#oid1;http://xml.metis.no/xml/object_types/service.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/output-output_from.kmd#oid1;http://xml.metis.no/xml/object_types/process.kmd#oid1;http://xml.metis.no/xml/object_types/deliverable.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/owns-owned_by.kmd#oid1;http://xml.metis.no/xml/object_types/role.kmd#oid1;http://xml.metis.no/xml/object_types/business_process.kmd#oid1;http://xml.metis.no/xml/relationship_types/responsible_for-has_responsible.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/placed_in-storage_for.kmd#oid1;http://xml.metis.no/xml/object_types/info_flow.kmd#oid1;http://xml.metis.no/xml/object_types/physical_datastore.kmd#oid1;http://xml.metis.no/xml/relationship_types/process_flow_of-in_process_flow.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/placed_in-storage_for.kmd#oid1;http://xml.metis.no/xml/object_types/physical_flow.kmd#oid1;http://xml.metis.no/xml/object_types/storage.kmd#oid1;http://xml.metis.no/xml/relationship_types/placed_in-storage_for2.kmd#oid1;out
http://xml.metis.no/xml/relationship_types/placed_in-storage_for.kmd#oid1;http://xml.metis.no/xml/object_types/substance.kmd#oid1;http://xml.metis.no/xml/object_types/physical_datastore.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/placed_in-storage_for.kmd#oid1;http://xml.metis.no/xml/object_types/substance.kmd#oid1;http://xml.metis.no/xml/object_types/storage.kmd#oid1;metis:stdtypes#oid114;out
http://xml.metis.no/xml/relationship_types/read-read_by.kmd#oid1;http://xml.metis.no/xml/object_types/business_process.kmd#oid1;http://xml.metis.no/xml/object_types/information_object.kmd#oid1;metis:stdtypes#oid114;out
